REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC21,,0,0,0,MIN,0.41,1.26,4,76,1,6,36,50,53,16,141,102,,63,63,45,29,,,,0.1,"Corn, grain",0,120 - 160,50,40,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC22,,0,0,0,MIN,0.71,1.35,4.6,75,1.2,6,51,48,56,14,102,78,,102,102,32,33,,,,0.1,"Corn, grain",0,120 - 160,20,40,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC23,,0,0,0,MIN,1.08,1.29,5.4,67,1.8,5.6,182,65,49,12,56,51,,125,125,41,48,,,,0.1,"Corn, grain",0.7,120 - 160,0,20,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC24,,0,0,0,MIN,1.25,1.29,5.3,68,1.7,5.6,181,67,49,12,58,52,,127,127,41,49,,,,0.1,"Corn, grain",0.7,120 - 160,0,20,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC25,,0,0,0,MIN,0.66,1.35,4.4,78,1,6,88,76,52,17,77,63,,60,60,40,38,,,,0.1,"Corn, grain",0,120 - 160,0,10,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC26,,0,0,0,MIN,0.46,1.31,4.7,79,1,6,85,84,53,17,83,67,,47,47,42,39,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC27,,0,0,0,MIN,0.71,1.27,4.9,75,1.2,5.7,118,72,55,12,104,79,,78,78,43,37,,,,0.1,"Corn, grain",0.4,120 - 160,0,10,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC31,,0,0,0,MIN,0.51,1.3,3.9,72,1.1,5.7,37,51,48,17,67,50,,58,58,34,35,,,,0.1,SG/Soybean (DC),0.4, 80-100,70,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC32,,0,0,0,MIN,1.02,1.31,5.5,78,1.2,5.9,59,72,53,19,74,54,,84,84,49,49,,,,0.1,SG/Soybean (DC),0, 80-100,20,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
SL007525,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,CUNNINGHAM RESEARCH STATION,,Lenoir,LC33,,0,0,0,MIN,0.66,1.32,4.7,80,1,6,30,51,51,23,68,50,,115,115,25,37,,,,0.1,SG/Soybean (DC),0, 80-100,90,60,0,0,2,0,0,0,,3,,,,,,,,,,,,,,,,,,,10/12/2016
