REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AG,,0,0,0,MIN,0.32,1.29,3.5,67,1.2,5.3,93,47,40,20,48,39,,62,62,62,54,,,,0.1,Soybean,0.6,0,0,50,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AH,,0,0,0,MIN,0.27,1.42,3.1,69,1,5.3,151,91,38,17,57,44,,52,52,27,71,,,,0.1,Soybean,0.5,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AI,,0,0,0,MIN,0.18,1.27,3.4,72,1,5.5,38,84,39,20,50,40,,34,34,34,42,,,,0.1,Soybean,0.5,0,50,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AJ,,0,0,0,MIN,0.41,1.34,3.3,73,0.9,5.9,179,67,45,18,65,49,,68,68,43,37,,,,0.1,Soybean,0,0,0,20,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AK,,0,0,0,MIN,0.6,1.32,4.6,70,1.4,5.4,265,110,43,15,66,50,,98,98,54,116,,,,0.1,Soybean,0.7,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AL,,0,0,0,MIN,0.32,1.32,3.8,77,0.9,5.5,70,56,50,20,56,44,,47,47,76,49,,,,0.1,Soybean,0.4,0,0,30,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AM,,0,0,0,MIN,0.27,1.32,3.7,78,0.8,6,107,47,52,21,73,54,,71,71,81,31,,,,0.1,Soybean,0,0,0,50,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AN,,0,0,0,MIN,0.56,1.35,3.9,71,1.1,5.5,241,82,43,18,76,56,,60,60,57,51,,,,0.1,Soybean,0.5,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,AP,,0,0,0,MIN,0.66,1.28,5.2,78,1.2,5.9,283,93,52,17,97,68,,66,66,50,47,,,,0.1,Soybean,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,FA,,0,0,0,MIN,0.22,1.25,3.7,68,1.2,5.2,63,48,46,15,145,97,,109,109,47,44,,,,0.1,"Tobacco, flue-cured",0.7, 50-80,0,100,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,FB,,0,0,0,MIN,0.36,1.33,3.1,65,1.1,5.5,92,29,47,13,128,87,,126,126,58,35,,,,0.1,"Tobacco, flue-cured",0.5, 50-80,0,140,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,GA,,0,0,0,MIN,0.56,1.28,3.6,64,1.3,5.3,284,60,45,10,107,74,,138,138,56,48,,,,0.1,"Tobacco, flue-cured",0.7, 50-80,0,80,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,GB,,0,0,0,MIN,0.27,1.28,2.6,45,1.4,4.8,83,46,27,9,74,54,,65,65,60,61,,,,0.1,"Tobacco, flue-cured",1, 50-80,0,100,25,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,HA,,0,0,0,MIN,0.56,1.34,3.8,65,1.3,5.5,317,68,46,10,80,58,,68,68,55,44,,,,0.1,"Tobacco, flue-cured",0.6, 50-80,0,60,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,HB,,0,0,0,MIN,0.36,1.35,3,67,1,5.4,239,49,49,9,74,54,,99,99,51,33,,,,0.1,"Tobacco, flue-cured",0.5, 50-80,0,100,25,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,HC,,0,0,0,MIN,1.02,1.3,5.4,70,1.6,5.5,365,82,52,10,67,50,,30,30,51,49,,,,0.1,"Tobacco, flue-cured",0.7, 50-80,0,40,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,HD,,0,0,0,MIN,0.81,1.3,4.2,56,1.8,5.2,405,69,38,10,107,74,,59,59,60,50,,,,0.1,"Tobacco, flue-cured",1, 50-80,0,60,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,HE,,0,0,0,MIN,0.46,1.22,4.1,76,1,5.7,177,74,53,14,74,54,,34,34,39,35,,,,0.1,"Tobacco, flue-cured",0.3, 50-80,0,50,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,M1,,0,0,0,MIN,1.67,1.1,7.6,82,1.4,5.9,233,65,64,13,100,70,,263,263,185,55,,,,0.2,Soybean,0,0,0,20,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,M2,,0,0,0,MIN,1.49,1.2,6.7,77,1.6,5.7,340,57,62,10,95,67,,138,138,92,62,,,,0.2,Soybean,0.5,0,0,30,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,M3,,0,0,0,MIN,1.55,1.2,5.6,72,1.6,5.7,132,41,56,12,80,58,,39,39,40,69,,,,0.2,Soybean,0.5,0,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N1,,0,0,0,MIN,1.43,1.17,6.5,75,1.6,5.6,209,110,51,16,65,49,,184,184,60,58,,,,0.2,Soybean,0.6,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N2,,0,0,0,MIN,1.49,1.18,6.8,75,1.7,5.6,202,80,55,14,73,54,,183,183,78,69,,,,0.2,Soybean,0.7,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N3,,0,0,0,MIN,3.37,1.07,7.3,67,2.4,5.4,149,110,47,13,96,68,,142,142,54,58,,,,0.1,Soybean,1.2,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N4,,0,0,0,M-O,3.57,1.12,7.4,66,2.5,5.4,146,111,46,13,82,67,,129,161,54,55,,,,0.1,Soybean,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N5,,0,0,0,MIN,1.94,1.19,6.9,71,2,5.6,192,67,51,16,60,46,,225,225,86,80,,,,0.2,Soybean,0.8,0,0,20,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N6,,0,0,0,MIN,2.01,1.18,7.7,77,1.8,5.7,198,67,60,13,84,60,,421,421,64,60,,,,0.2,Soybean,0.6,0,0,20,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N7,,0,0,0,MIN,2.22,1.18,7.6,76,1.8,5.6,210,64,59,13,81,59,,417,417,63,57,,,,0.2,Soybean,0.7,0,0,20,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N8,,0,0,0,ORG,5.69,0.95,8.8,58,3.7,5.2,408,162,39,10,56,57,,232,385,34,73,,,,0.2,Soybean,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,N9,,0,0,0,MIN,2.44,1.22,8.7,77,2,5.6,557,71,62,11,79,57,,362,362,75,63,,,,0.2,Soybean,0.8,0,0,10,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,1,,0,0,0,ORG,6.2,1.03,8.7,63,3.2,5.4,92,82,42,16,65,59,,76,126,35,69,,,,0.2,Soybean,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,2,,0,0,0,MIN,1.55,1.18,5,67,1.6,5.6,92,52,48,15,95,67,,90,90,35,48,,,,0.2,Soybean,0.6,0,0,40,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
SL014820,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,NCSU Cunningham Res. Station,,Lenoir,3,,0,0,0,MIN,1.8,1.21,5.2,70,1.6,5.7,85,40,50,16,115,79,,100,100,37,43,,,,0.1,Soybean,0.5,0,0,60,0,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,12/6/2017
