REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU01,,0,0,0,MIN,0.27,1.27,3.9,87,0.5,6.3,68,48,52,28,79,53,,28,28,24,21,,,,0.1,"Tobacco, flue-cured",0, 50-80,0,100,0,20,$,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU02,,0,0,0,MIN,0.09,1.36,2.8,68,0.9,5.1,53,49,42,17,84,60,,28,28,28,68,,,,0.2,"Tobacco, flue-cured",0.5, 50-80,20,100,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU03,,0,0,0,MIN,0.18,1.31,2.7,66,0.9,5.3,74,58,40,16,79,57,,53,53,71,39,,,,0.1,"Tobacco, flue-cured",0.5, 50-80,0,80,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU04,,0,0,0,MIN,0.13,1.36,3.2,78,0.7,5.7,63,69,49,18,67,50,,52,52,26,34,,,,0.2,"Tobacco, flue-cured",0.3, 50-80,0,60,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU05,,0,0,0,MIN,0.46,1.33,4.8,77,1.1,5.8,193,90,49,18,89,63,,36,36,45,35,,,,0.1,"Tobacco, flue-cured",0.3, 50-80,0,30,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU06,,0,0,0,MIN,0.76,1.37,4.3,77,1,5.9,194,67,51,17,79,57,,59,59,39,41,,,,0.2,"Tobacco, flue-cured",0, 50-80,0,60,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU07,,0,0,0,MIN,0.41,1.35,3.6,74,0.9,5.8,194,75,49,15,81,59,,42,42,42,48,,,,0.2,"Tobacco, flue-cured",0, 50-80,0,50,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU08,,0,0,0,MIN,0.27,1.36,2.8,67,0.9,5.5,142,50,45,13,82,59,,45,45,27,34,,,,0.1,"Tobacco, flue-cured",0.4, 50-80,0,100,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU09,,0,0,0,MIN,0.13,1.27,3,67,1,5.4,80,65,41,15,48,39,,40,40,55,31,,,,0.1,"Tobacco, flue-cured",0.5, 50-80,0,70,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
SL023400,Cunningham Research Station,200 Cunningham Rd,,Kinston,NC,28501,RESSTATION,,Lenoir,ACU10,,0,0,0,MIN,0.46,1.32,3.2,70,1,5.7,177,51,47,15,57,44,,47,47,87,38,,,,0.1,"Tobacco, flue-cured",0.3, 50-80,0,90,0,0,0,0,0,0,,1,,0,,,,,,,,,,,,"This report has been flagged due to one or more samples having a pH of greater than (>) 6.2. There is an increased risk of black shank under these conditions. For more information, please contact your NCDA regional agronomist or your county extension agent involved in tobacco production. Information on black shank may also be found at the following links. https://www.ces.ncsu.edu/depts/pp/notes/Tobacco/tdin004/tdin004.htm                                           http://tobacco-diseases.info/home-page-grid/black-shank-of-tobacco/ http://www.apsnet.org/edcenter/intropp/lessons/fungi/oomycetes/Pages/BlackShank.aspx",,,,,2/7/2020
