REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1001,,0,0,0,MIN,1.08,1.24,4.9,77,1.1,5.8,142,52,59,13,66,57,,129,129,89,28,,,,0.1,"Corn, grain",0.3,120 - 160,0,40,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1002,,0,0,0,MIN,0.86,1.27,9.3,92,0.7,6.6,502,35,76,15,125,83,,456,456,250,30,,,,0.1,"Corn, grain",0,120 - 160,0,70,0,0,0,0,0,pH$,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1003,,0,0,0,MIN,0.81,1.27,11,99,0.2,7.1,425,32,82,15,228,138,,881,881,382,36,,,,0.1,"Corn, grain",0,120 - 160,0,70,0,0,0,0,0,pH$,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1004,,0,0,0,MIN,1.08,1.27,5.5,92,0.4,6.6,70,20,73,17,154,101,,98,98,51,55,,,,0.2,"Corn, grain",0,120 - 160,0,100,0,0,0,0,0,pH$,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1005,,0,0,0,MIN,1.55,1.33,4.4,77,1,5.8,73,27,60,13,130,95,,70,70,37,39,,,,0.1,"Corn, grain",0.3,120 - 160,0,80,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1006,,0,0,0,MIN,0.97,1.32,3,44,1.7,5,35,38,29,8,81,66,,45,45,40,64,,,,0.1,"Corn, grain",1.1,120 - 160,50,60,25,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1007,,0,0,0,MIN,1.14,1.29,2.8,36,1.8,4.9,39,21,25,7,92,72,,28,28,36,52,,,,0.1,"Corn, grain",1.2,120 - 160,50,100,25,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A1008,,0,0,0,MIN,1.31,1.25,4.7,77,1.1,5.7,57,16,62,13,108,82,,66,66,25,47,,,,0.1,"Corn, grain",0.4,120 - 160,10,110,0,0,2,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A6001,,0,0,0,MIN,1.67,1.27,9.9,96,0.4,6.8,92,24,76,19,121,78,,297,297,96,45,,,,0.1,"Corn, grain",0,120 - 160,0,90,0,0,0,0,0,pH$,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
SL023401,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,A6002,,2,2019,1,MIN,1.02,1.23,9.3,87,1.2,6.1,303,42,67,18,128,92,,436,436,150,63,,,,0.1,"Corn, grain",0,120 - 160,0,50,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/7/2020
